	 DWIA + Delta + pion modifications 
    95.00  0.4775E-02  0.2637E-02  -.4249E-02  -.1544E-03    8.1302
   100.00  0.2612E-02  0.1611E-02  -.2222E-02  -.2619E-03    8.7488
   105.00  0.1484E-02  0.9475E-03  -.1148E-02  -.2886E-03    9.3579
   110.00  0.8946E-03  0.5371E-03  -.5862E-03  -.2674E-03    9.9530
   115.00  0.5831E-03  0.2999E-03  -.2946E-03  -.2228E-03   10.5294
   120.00  0.4087E-03  0.1743E-03  -.1455E-03  -.1693E-03   11.0828
   125.00  0.3026E-03  0.1157E-03  -.6789E-04  -.1178E-03   11.6090
   130.00  0.2335E-03  0.9559E-04  -.2850E-04  -.7488E-04   12.1040
   135.00  0.1825E-03  0.9542E-04  -.8905E-05  -.4151E-04   12.5640
   140.00  0.1416E-03  0.1054E-03  -.4579E-07  -.1707E-04   12.9855
   145.00  0.1113E-03  0.1187E-03  0.3465E-05  -.2035E-05   13.3653
   150.00  0.8579E-04  0.1304E-03  0.4251E-05  0.7739E-05   13.7005
   155.00  0.6776E-04  0.1379E-03  0.4002E-05  0.1212E-04   13.9886
   160.00  0.5322E-04  0.1429E-03  0.3177E-05  0.1346E-04   14.2274
   165.00  0.4172E-04  0.1482E-03  0.2114E-05  0.1225E-04   14.4150
   170.00  0.3402E-04  0.1546E-03  0.1071E-05  0.8999E-05   14.5500
   175.00  0.2921E-04  0.1607E-03  0.2892E-06  0.4720E-05   14.6315


 EGEQ(LAB)= 390.00   EG*(LAB)= 405.99 MEV   QI=446.69 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 330.958   EPI(CM)= 348.168   Q2GEV=   0.090
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.7796E+01  0.9569E+01  -.3363E-08  -.2760E-04    0.4190
     5.00  0.7467E+01  0.8990E+01  -.2384E+00  -.2507E+00    0.4469
    10.00  0.6639E+01  0.7457E+01  -.7793E+00  -.5169E+00    0.5302
    15.00  0.5612E+01  0.5483E+01  -.1295E+01  -.7033E+00    0.6684
    20.00  0.4584E+01  0.3609E+01  -.1586E+01  -.7251E+00    0.8604
    25.00  0.3631E+01  0.2158E+01  -.1626E+01  -.6068E+00    1.1047
    30.00  0.2778E+01  0.1192E+01  -.1481E+01  -.4326E+00    1.3994
    35.00  0.2046E+01  0.6198E+00  -.1235E+01  -.2715E+00    1.7425
    40.00  0.1443E+01  0.3101E+00  -.9551E+00  -.1522E+00    2.1311
    45.00  0.9722E+00  0.1549E+00  -.6908E+00  -.7628E-01    2.5624
    50.00  0.6382E+00  0.8345E-01  -.4795E+00  -.3425E-01    3.0331
    55.00  0.3993E+00  0.4932E-01  -.3136E+00  -.1253E-01    3.5396
    60.00  0.2434E+00  0.3290E-01  -.1981E+00  -.2910E-02    4.0780
    65.00  0.1439E+00  0.2353E-01  -.1207E+00  0.6898E-03    4.6443
    70.00  0.8224E-01  0.1710E-01  -.7071E-01  0.1551E-02    5.2341
    75.00  0.4571E-01  0.1226E-01  -.4015E-01  0.1334E-02    5.8429
    80.00  0.2515E-01  0.8594E-02  -.2249E-01  0.8286E-03    6.4662
    85.00  0.1356E-01  0.5794E-02  -.1228E-01  0.3714E-03    7.0991
    90.00  0.7171E-02  0.3752E-02  -.6526E-02  0.4987E-04    7.7369
    95.00  0.3768E-02  0.2334E-02  -.3393E-02  -.1375E-03    8.3747
   100.00  0.2031E-02  0.1402E-02  -.1755E-02  -.2244E-03    9.0077
   105.00  0.1140E-02  0.8070E-03  -.8990E-03  -.2425E-03    9.6310
   110.00  0.6857E-03  0.4465E-03  -.4583E-03  -.2205E-03   10.2398
   115.00  0.4521E-03  0.2452E-03  -.2348E-03  -.1799E-03   10.8296
   120.00  0.3227E-03  0.1430E-03  -.1192E-03  -.1335E-03   11.3959
   125.00  0.2424E-03  0.9865E-04  -.5848E-04  -.8912E-04   11.9343
   130.00  0.1865E-03  0.8600E-04  -.2657E-04  -.5133E-04   12.4408
   135.00  0.1443E-03  0.9011E-04  -.1030E-04  -.2249E-04   12.9115
   140.00  0.1124E-03  0.1021E-03  -.2307E-05  -.3437E-05   13.3428
   145.00  0.8584E-04  0.1159E-03  0.1098E-05  0.9120E-05   13.7314
   150.00  0.6601E-04  0.1270E-03  0.2421E-05  0.1534E-04   14.0744
   155.00  0.4984E-04  0.1345E-03  0.2537E-05  0.1809E-04   14.3692
   160.00  0.3802E-04  0.1390E-03  0.2170E-05  0.1754E-04   14.6135
   165.00  0.2910E-04  0.1434E-03  0.1515E-05  0.1481E-04   14.8055
   170.00  0.2243E-04  0.1489E-03  0.7810E-06  0.1062E-04   14.9437
   175.00  0.1821E-04  0.1542E-03  0.2122E-06  0.5521E-05   15.0270


 EGEQ(LAB)= 390.00   EG*(LAB)= 407.76 MEV   QI=456.61 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 329.387   EPI(CM)= 348.168   Q2GEV=   0.100
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.7056E+01  0.9059E+01  -.2830E-08  -.3474E-04    0.4866
     5.00  0.6771E+01  0.8494E+01  -.2014E+00  -.3014E+00    0.5151
    10.00  0.6050E+01  0.7019E+01  -.6650E+00  -.5700E+00    0.6003
    15.00  0.5137E+01  0.5143E+01  -.1121E+01  -.7236E+00    0.7415
    20.00  0.4202E+01  0.3377E+01  -.1389E+01  -.7143E+00    0.9378
    25.00  0.3324E+01  0.2016E+01  -.1439E+01  -.5830E+00    1.1875
    30.00  0.2537E+01  0.1114E+01  -.1320E+01  -.4102E+00    1.4888
    35.00  0.1860E+01  0.5791E+00  -.1104E+01  -.2557E+00    1.8395
    40.00  0.1300E+01  0.2888E+00  -.8508E+00  -.1427E+00    2.2367
    45.00  0.8774E+00  0.1461E+00  -.6186E+00  -.7247E-01    2.6776
    50.00  0.5691E+00  0.7837E-01  -.4254E+00  -.3282E-01    3.1588
    55.00  0.3534E+00  0.4645E-01  -.2766E+00  -.1251E-01    3.6765
    60.00  0.2142E+00  0.3102E-01  -.1739E+00  -.3406E-02    4.2269
    65.00  0.1246E+00  0.2194E-01  -.1043E+00  0.1759E-03    4.8057
    70.00  0.7078E-01  0.1589E-01  -.6081E-01  0.1116E-02    5.4086
    75.00  0.3898E-01  0.1132E-01  -.3424E-01  0.1037E-02    6.0310
    80.00  0.2107E-01  0.7831E-02  -.1887E-01  0.6609E-03    6.6681
    85.00  0.1111E-01  0.5207E-02  -.1010E-01  0.2965E-03    7.3151
    90.00  0.5814E-02  0.3343E-02  -.5324E-02  0.3115E-04    7.9671
    95.00  0.3027E-02  0.2059E-02  -.2751E-02  -.1237E-03    8.6191
   100.00  0.1611E-02  0.1218E-02  -.1410E-02  -.1932E-03    9.2661
   105.00  0.8972E-03  0.6872E-03  -.7191E-03  -.2047E-03    9.9032
   110.00  0.5423E-03  0.3725E-03  -.3688E-03  -.1832E-03   10.5256
   115.00  0.3604E-03  0.2000E-03  -.1923E-03  -.1453E-03   11.1285
   120.00  0.2593E-03  0.1159E-03  -.1007E-03  -.1032E-03   11.7073
   125.00  0.1956E-03  0.8265E-04  -.5222E-04  -.6371E-04   12.2577
   130.00  0.1519E-03  0.7726E-04  -.2606E-04  -.3216E-04   12.7754
   135.00  0.1178E-03  0.8472E-04  -.1193E-04  -.8429E-05   13.2566
   140.00  0.9006E-04  0.9774E-04  -.4674E-05  0.7911E-05   13.6975
   145.00  0.6876E-04  0.1111E-03  -.8613E-06  0.1670E-04   14.0947
   150.00  0.5110E-04  0.1219E-03  0.7200E-06  0.2137E-04   14.4454
   155.00  0.3818E-04  0.1284E-03  0.1373E-05  0.2190E-04   14.7467
   160.00  0.2798E-04  0.1325E-03  0.1351E-05  0.2019E-04   14.9964
   165.00  0.2008E-04  0.1364E-03  0.9943E-06  0.1666E-04   15.1927
   170.00  0.1465E-04  0.1409E-03  0.5358E-06  0.1170E-04   15.3339
   175.00  0.1126E-04  0.1452E-03  0.1489E-06  0.6013E-05   15.4191


 EGEQ(LAB)= 390.00   EG*(LAB)= 409.54 MEV   QI=466.33 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 327.815   EPI(CM)= 348.168   Q2GEV=   0.110
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.6363E+01  0.8422E+01  -.2392E-08  -.3838E-04    0.5578
     5.00  0.6122E+01  0.7893E+01  -.1709E+00  -.3260E+00    0.5868
    10.00  0.5498E+01  0.6514E+01  -.5700E+00  -.5896E+00    0.6738
    15.00  0.4687E+01  0.4764E+01  -.9717E+00  -.7181E+00    0.8181
    20.00  0.3839E+01  0.3123E+01  -.1218E+01  -.6887E+00    1.0185
    25.00  0.3037E+01  0.1866E+01  -.1275E+01  -.5530E+00    1.2735
    30.00  0.2313E+01  0.1031E+01  -.1177E+01  -.3856E+00    1.5813
    35.00  0.1683E+01  0.5342E+00  -.9830E+00  -.2385E+00    1.9394
    40.00  0.1175E+01  0.2681E+00  -.7603E+00  -.1337E+00    2.3451
    45.00  0.7879E+00  0.1358E+00  -.5511E+00  -.6823E-01    2.7954
    50.00  0.5064E+00  0.7283E-01  -.3764E+00  -.3126E-01    3.2867
    55.00  0.3136E+00  0.4349E-01  -.2444E+00  -.1241E-01    3.8155
    60.00  0.1872E+00  0.2875E-01  -.1516E+00  -.3698E-02    4.3776
    65.00  0.1086E+00  0.2037E-01  -.9074E-01  -.2580E-03    4.9687
    70.00  0.6077E-01  0.1460E-01  -.5213E-01  0.7730E-03    5.5845
    75.00  0.3293E-01  0.1029E-01  -.2891E-01  0.8093E-03    6.2201
    80.00  0.1768E-01  0.7079E-02  -.1584E-01  0.5269E-03    6.8708
    85.00  0.9230E-02  0.4673E-02  -.8405E-02  0.2344E-03    7.5315
    90.00  0.4718E-02  0.2954E-02  -.4341E-02  0.1994E-04    8.1974
    95.00  0.2412E-02  0.1791E-02  -.2211E-02  -.1067E-03    8.8632
   100.00  0.1260E-02  0.1037E-02  -.1118E-02  -.1618E-03    9.5240
   105.00  0.6988E-03  0.5720E-03  -.5698E-03  -.1690E-03   10.1747
   110.00  0.4270E-03  0.3027E-03  -.2975E-03  -.1485E-03   10.8103
   115.00  0.2899E-03  0.1598E-03  -.1600E-03  -.1152E-03   11.4260
   120.00  0.2127E-03  0.9345E-04  -.8784E-04  -.7856E-04   12.0172
   125.00  0.1626E-03  0.7037E-04  -.4842E-04  -.4468E-04   12.5793
   130.00  0.1260E-03  0.6964E-04  -.2632E-04  -.1696E-04   13.1080
   135.00  0.9733E-04  0.7941E-04  -.1374E-04  0.2967E-05   13.5994
   140.00  0.7445E-04  0.9275E-04  -.6492E-05  0.1538E-04   14.0497
   145.00  0.5557E-04  0.1057E-03  -.2673E-05  0.2261E-04   14.4554
   150.00  0.4110E-04  0.1153E-03  -.5234E-06  0.2486E-04   14.8135
   155.00  0.2961E-04  0.1213E-03  0.3767E-06  0.2450E-04   15.1212
   160.00  0.2101E-04  0.1247E-03  0.6744E-06  0.2178E-04   15.3763
   165.00  0.1457E-04  0.1276E-03  0.5957E-06  0.1751E-04   15.5767
   170.00  0.9879E-05  0.1314E-03  0.3382E-06  0.1221E-04   15.7209
   175.00  0.6961E-05  0.1350E-03  0.9566E-07  0.6259E-05   15.8079


 EGEQ(LAB)= 390.00   EG*(LAB)= 411.32 MEV   QI=475.85 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 326.243   EPI(CM)= 348.168   Q2GEV=   0.120
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.5737E+01  0.7740E+01  -.2034E-08  -.3962E-04    0.6322
     5.00  0.5529E+01  0.7251E+01  -.1458E+00  -.3326E+00    0.6618
    10.00  0.4985E+01  0.5976E+01  -.4903E+00  -.5855E+00    0.7506
    15.00  0.4265E+01  0.4368E+01  -.8451E+00  -.6948E+00    0.8978
    20.00  0.3502E+01  0.2865E+01  -.1071E+01  -.6542E+00    1.1023
    25.00  0.2767E+01  0.1711E+01  -.1129E+01  -.5189E+00    1.3626
    30.00  0.2100E+01  0.9449E+00  -.1046E+01  -.3591E+00    1.6766
    35.00  0.1526E+01  0.4912E+00  -.8771E+00  -.2221E+00    2.0420
    40.00  0.1059E+01  0.2466E+00  -.6771E+00  -.1245E+00    2.4560
    45.00  0.7055E+00  0.1251E+00  -.4894E+00  -.6392E-01    2.9155
    50.00  0.4514E+00  0.6746E-01  -.3334E+00  -.2977E-01    3.4169
    55.00  0.2768E+00  0.4016E-01  -.2147E+00  -.1212E-01    3.9564
    60.00  0.1646E+00  0.2662E-01  -.1327E+00  -.3951E-02    4.5300
    65.00  0.9437E-01  0.1870E-01  -.7860E-01  -.5858E-03    5.1332
    70.00  0.5172E-01  0.1322E-01  -.4427E-01  0.5160E-03    5.7615
    75.00  0.2813E-01  0.9332E-02  -.2465E-01  0.6161E-03    6.4101
    80.00  0.1484E-01  0.6348E-02  -.1329E-01  0.4212E-03    7.0741
    85.00  0.7571E-02  0.4130E-02  -.6906E-02  0.1922E-03    7.7484
    90.00  0.3782E-02  0.2570E-02  -.3498E-02  0.1745E-04    8.4278
    95.00  0.1920E-02  0.1543E-02  -.1776E-02  -.8901E-04    9.1072
   100.00  0.9973E-03  0.8792E-03  -.8966E-03  -.1346E-03    9.7815
   105.00  0.5558E-03  0.4754E-03  -.4608E-03  -.1393E-03   10.4454
   110.00  0.3449E-03  0.2452E-03  -.2460E-03  -.1202E-03   11.0941
   115.00  0.2386E-03  0.1262E-03  -.1371E-03  -.9012E-04   11.7224
   120.00  0.1778E-03  0.7404E-04  -.7908E-04  -.5746E-04   12.3256
   125.00  0.1375E-03  0.5930E-04  -.4641E-04  -.2815E-04   12.8992
   130.00  0.1073E-03  0.6295E-04  -.2693E-04  -.5285E-05   13.4387
   135.00  0.8290E-04  0.7410E-04  -.1519E-04  0.1111E-04   13.9401
   140.00  0.6284E-04  0.8739E-04  -.8201E-05  0.2140E-04   14.3996
   145.00  0.4679E-04  0.9922E-04  -.3878E-05  0.2606E-04   14.8136
   150.00  0.3394E-04  0.1080E-03  -.1584E-05  0.2744E-04   15.1790
   155.00  0.2417E-04  0.1130E-03  -.3234E-06  0.2584E-04   15.4930
   160.00  0.1672E-04  0.1157E-03  0.1877E-06  0.2254E-04   15.7533
   165.00  0.1112E-04  0.1182E-03  0.2812E-06  0.1797E-04   15.9578
   170.00  0.7177E-05  0.1211E-03  0.1897E-06  0.1241E-04   16.1050
   175.00  0.4769E-05  0.1239E-03  0.5750E-07  0.6325E-05   16.1937


 EGEQ(LAB)= 390.00   EG*(LAB)= 413.09 MEV   QI=485.19 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 324.671   EPI(CM)= 348.168   Q2GEV=   0.130
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.5163E+01  0.7039E+01  -.1738E-08  -.3918E-04    0.7097
     5.00  0.4984E+01  0.6593E+01  -.1250E+00  -.3266E+00    0.7399
    10.00  0.4511E+01  0.5435E+01  -.4234E+00  -.5658E+00    0.8304
    15.00  0.3870E+01  0.3970E+01  -.7361E+00  -.6597E+00    0.9805
    20.00  0.3183E+01  0.2606E+01  -.9417E+00  -.6133E+00    1.1891
    25.00  0.2514E+01  0.1557E+01  -.9988E+00  -.4824E+00    1.4544
    30.00  0.1908E+01  0.8627E+00  -.9312E+00  -.3332E+00    1.7746
    35.00  0.1379E+01  0.4484E+00  -.7810E+00  -.2057E+00    2.1472
    40.00  0.9503E+00  0.2248E+00  -.6008E+00  -.1154E+00    2.5693
    45.00  0.6337E+00  0.1152E+00  -.4358E+00  -.6001E-01    3.0378
    50.00  0.4003E+00  0.6181E-01  -.2936E+00  -.2813E-01    3.5490
    55.00  0.2451E+00  0.3707E-01  -.1891E+00  -.1185E-01    4.0992
    60.00  0.1443E+00  0.2444E-01  -.1159E+00  -.4111E-02    4.6840
    65.00  0.8147E-01  0.1698E-01  -.6762E-01  -.8252E-03    5.2991
    70.00  0.4473E-01  0.1203E-01  -.3816E-01  0.2713E-03    5.9397
    75.00  0.2392E-01  0.8388E-02  -.2092E-01  0.4578E-03    6.6011
    80.00  0.1231E-01  0.5621E-02  -.1102E-01  0.3369E-03    7.2781
    85.00  0.6231E-02  0.3636E-02  -.5686E-02  0.1551E-03    7.9656
    90.00  0.3090E-02  0.2245E-02  -.2865E-02  0.1157E-04    8.6583
    95.00  0.1536E-02  0.1323E-02  -.1431E-02  -.7473E-04    9.3511
   100.00  0.7894E-03  0.7388E-03  -.7181E-03  -.1113E-03   10.0386
   105.00  0.4428E-03  0.3898E-03  -.3733E-03  -.1138E-03   10.7156
   110.00  0.2811E-03  0.1958E-03  -.2053E-03  -.9641E-04   11.3769
   115.00  0.1997E-03  0.9877E-04  -.1197E-03  -.6978E-04   12.0176
   120.00  0.1520E-03  0.5922E-04  -.7270E-04  -.4140E-04   12.6327
   125.00  0.1189E-03  0.5081E-04  -.4501E-04  -.1610E-04   13.2175
   130.00  0.9302E-04  0.5713E-04  -.2782E-04  0.3783E-05   13.7676
   135.00  0.7181E-04  0.6904E-04  -.1659E-04  0.1705E-04   14.2789
   140.00  0.5432E-04  0.8167E-04  -.9416E-05  0.2481E-04   14.7473
   145.00  0.4017E-04  0.9263E-04  -.5069E-05  0.2840E-04   15.1695
   150.00  0.2904E-04  0.1001E-03  -.2376E-05  0.2840E-04   15.5421
   155.00  0.2051E-04  0.1043E-03  -.9518E-06  0.2633E-04   15.8623
   160.00  0.1409E-04  0.1064E-03  -.2381E-06  0.2262E-04   16.1276
   165.00  0.9353E-05  0.1081E-03  0.4083E-07  0.1776E-04   16.3361
   170.00  0.6003E-05  0.1103E-03  0.7268E-07  0.1222E-04   16.4862
   175.00  0.3966E-05  0.1125E-03  0.2597E-07  0.6222E-05   16.5767

**********   W = 3185.41 MeV    Q2=0.02 - 0.13 with step 0.01  **********

 EGEQ(LAB)= 395.00   EG*(LAB)= 398.55 MEV   QI=373.70 MEV   QF=323.25 MEV
 W3He(MEV)=3185.413   EG*(CM)= 345.905   EPI(CM)= 352.103   Q2GEV=   0.020
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1531E+02  0.4095E+01  -.1304E-07  0.2188E-03    0.0654
     5.00  0.1425E+02  0.4295E+01  -.8929E+00  0.1581E+01    0.0890
    10.00  0.1177E+02  0.4339E+01  -.2626E+01  0.1782E+01    0.1596
    15.00  0.9350E+01  0.3745E+01  -.3813E+01  0.1007E+01    0.2768
    20.00  0.7507E+01  0.2755E+01  -.4112E+01  0.2272E+00    0.4395
    25.00  0.6030E+01  0.1775E+01  -.3797E+01  -.1784E+00    0.6467
    30.00  0.4747E+01  0.1033E+01  -.3202E+01  -.2763E+00    0.8966
    35.00  0.3616E+01  0.5563E+00  -.2541E+01  -.2292E+00    1.1874
    40.00  0.2659E+01  0.2841E+00  -.1927E+01  -.1477E+00    1.5169
    45.00  0.1881E+01  0.1406E+00  -.1400E+01  -.7877E-01    1.8826
    50.00  0.1281E+01  0.7006E-01  -.9763E+00  -.3359E-01    2.2817
    55.00  0.8503E+00  0.3769E-01  -.6625E+00  -.9105E-02    2.7111
    60.00  0.5488E+00  0.2278E-01  -.4360E+00  0.2065E-02    3.1676
    65.00  0.3438E+00  0.1547E-01  -.2774E+00  0.5772E-02    3.6477
    70.00  0.2135E+00  0.1151E-01  -.1744E+00  0.5840E-02    4.1478
    75.00  0.1297E+00  0.8748E-02  -.1067E+00  0.4612E-02    4.6640
    80.00  0.7767E-01  0.6605E-02  -.6394E-01  0.3146E-02    5.1924
    85.00  0.4584E-01  0.4871E-02  -.3739E-01  0.1887E-02    5.7291
    90.00  0.2725E-01  0.3520E-02  -.2173E-01  0.9534E-03    6.2698
    95.00  0.1640E-01  0.2487E-02  -.1254E-01  0.3322E-03    6.8106
   100.00  0.9938E-02  0.1710E-02  -.7067E-02  -.4061E-04    7.3472
   105.00  0.6155E-02  0.1146E-02  -.3901E-02  -.2406E-03    7.8757
   110.00  0.3934E-02  0.7480E-03  -.2099E-02  -.3276E-03    8.3919
   115.00  0.2653E-02  0.4812E-03  -.1110E-02  -.3465E-03    8.8919
   120.00  0.1866E-02  0.3055E-03  -.5591E-03  -.3227E-03    9.3720
   125.00  0.1364E-02  0.1936E-03  -.2588E-03  -.2773E-03    9.8286
   130.00  0.1029E-02  0.1245E-03  -.1010E-03  -.2257E-03   10.2580
   135.00  0.8142E-03  0.8617E-04  -.2764E-04  -.1805E-03   10.6570
   140.00  0.6539E-03  0.6659E-04  0.5848E-05  -.1418E-03   11.0227
   145.00  0.5400E-03  0.5902E-04  0.1720E-04  -.1105E-03   11.3522
   150.00  0.4512E-03  0.5623E-04  0.1899E-04  -.8389E-04   11.6430
   155.00  0.3892E-03  0.5455E-04  0.1624E-04  -.6201E-04   11.8930
   160.00  0.3389E-03  0.5369E-04  0.1200E-04  -.4383E-04   12.1001
   165.00  0.3000E-03  0.5558E-04  0.7422E-05  -.2960E-04   12.2629
   170.00  0.2766E-03  0.6081E-04  0.3473E-05  -.1860E-04   12.3800
   175.00  0.2620E-03  0.6695E-04  0.8885E-06  -.9040E-05   12.4507


 EGEQ(LAB)= 395.00   EG*(LAB)= 400.33 MEV   QI=385.44 MEV   QF=323.25 MEV
 W3He(MEV)=3185.413   EG*(CM)= 344.335   EPI(CM)= 352.103   Q2GEV=   0.030
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1424E+02  0.6184E+01  -.1103E-07  0.1714E-03    0.0993
     5.00  0.1324E+02  0.6161E+01  -.7536E+00  0.1217E+01    0.1237
    10.00  0.1105E+02  0.5767E+01  -.2246E+01  0.1311E+01    0.1966
    15.00  0.8880E+01  0.4719E+01  -.3324E+01  0.6326E+00    0.3174
    20.00  0.7131E+01  0.3353E+01  -.3645E+01  -.1129E-01    0.4853
    25.00  0.5685E+01  0.2109E+01  -.3407E+01  -.3101E+00    0.6989
    30.00  0.4435E+01  0.1207E+01  -.2898E+01  -.3410E+00    0.9567
    35.00  0.3349E+01  0.6440E+00  -.2313E+01  -.2575E+00    1.2567
    40.00  0.2439E+01  0.3276E+00  -.1755E+01  -.1583E+00    1.5965
    45.00  0.1704E+01  0.1627E+00  -.1269E+01  -.8153E-01    1.9737
    50.00  0.1153E+01  0.8338E-01  -.8835E+00  -.3402E-01    2.3853
    55.00  0.7560E+00  0.4647E-01  -.5944E+00  -.8884E-02    2.8282
    60.00  0.4820E+00  0.2915E-01  -.3873E+00  0.2183E-02    3.2991
    65.00  0.2998E+00  0.2034E-01  -.2452E+00  0.5621E-02    3.7943
    70.00  0.1827E+00  0.1504E-01  -.1516E+00  0.5563E-02    4.3101
    75.00  0.1089E+00  0.1123E-01  -.9120E-01  0.4274E-02    4.8425
    80.00  0.6446E-01  0.8313E-02  -.5414E-01  0.2803E-02    5.3876
    85.00  0.3761E-01  0.5990E-02  -.3140E-01  0.1583E-02    5.9411
    90.00  0.2204E-01  0.4215E-02  -.1806E-01  0.7074E-03    6.4988
    95.00  0.1296E-01  0.2886E-02  -.1021E-01  0.1480E-03    7.0566
   100.00  0.7705E-02  0.1922E-02  -.5658E-02  -.1706E-03    7.6101
   105.00  0.4690E-02  0.1244E-02  -.3068E-02  -.3254E-03    8.1551
   110.00  0.2968E-02  0.7831E-03  -.1627E-02  -.3774E-03    8.6876
   115.00  0.1970E-02  0.4813E-03  -.8347E-03  -.3678E-03    9.2033
   120.00  0.1367E-02  0.2910E-03  -.4032E-03  -.3237E-03    9.6985
   125.00  0.9989E-03  0.1776E-03  -.1779E-03  -.2667E-03   10.1694
   130.00  0.7638E-03  0.1136E-03  -.6557E-04  -.2105E-03   10.6123
   135.00  0.5975E-03  0.7972E-04  -.1081E-04  -.1609E-03   11.0239
   140.00  0.4806E-03  0.6615E-04  0.1112E-04  -.1217E-03   11.4011
   145.00  0.3933E-03  0.6369E-04  0.1766E-04  -.9095E-04   11.7409
   150.00  0.3276E-03  0.6514E-04  0.1735E-04  -.6649E-04   12.0409
   155.00  0.2753E-03  0.6636E-04  0.1439E-04  -.4655E-04   12.2987
   160.00  0.2397E-03  0.6760E-04  0.1043E-04  -.3172E-04   12.5123
   165.00  0.2114E-03  0.7108E-04  0.6449E-05  -.2066E-04   12.6802
   170.00  0.1903E-03  0.7767E-04  0.3049E-05  -.1251E-04   12.8011
   175.00  0.1771E-03  0.8483E-04  0.7859E-06  -.5950E-05   12.8739


 EGEQ(LAB)= 395.00   EG*(LAB)= 402.11 MEV   QI=396.85 MEV   QF=323.25 MEV
 W3He(MEV)=3185.413   EG*(CM)= 342.766   EPI(CM)= 352.103   Q2GEV=   0.040
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1310E+02  0.7909E+01  -.9178E-08  0.1214E-03    0.1391
     5.00  0.1227E+02  0.7712E+01  -.6323E+00  0.8502E+00    0.1642
    10.00  0.1036E+02  0.6881E+01  -.1909E+01  0.8475E+00    0.2392
    15.00  0.8395E+01  0.5428E+01  -.2882E+01  0.2800E+00    0.3636
    20.00  0.6726E+01  0.3751E+01  -.3210E+01  -.2176E+00    0.5365
    25.00  0.5334E+01  0.2320E+01  -.3043E+01  -.4109E+00    0.7564
    30.00  0.4126E+01  0.1312E+01  -.2612E+01  -.3829E+00    1.0219
    35.00  0.3092E+01  0.6949E+00  -.2096E+01  -.2721E+00    1.3307
    40.00  0.2228E+01  0.3515E+00  -.1590E+01  -.1616E+00    1.6806
    45.00  0.1546E+01  0.1758E+00  -.1150E+01  -.8174E-01    2.0689
    50.00  0.1033E+01  0.9084E-01  -.7942E+00  -.3354E-01    2.4927
    55.00  0.6723E+00  0.5179E-01  -.5319E+00  -.8842E-02    2.9487
    60.00  0.4239E+00  0.3309E-01  -.3436E+00  0.1879E-02    3.4335
    65.00  0.2602E+00  0.2322E-01  -.2150E+00  0.5155E-02    3.9434
    70.00  0.1566E+00  0.1711E-01  -.1315E+00  0.5064E-02    4.4744
    75.00  0.9262E-01  0.1270E-01  -.7865E-01  0.3822E-02    5.0226
    80.00  0.5362E-01  0.9218E-02  -.4578E-01  0.2453E-02    5.5838
    85.00  0.3073E-01  0.6521E-02  -.2616E-01  0.1332E-02    6.1537
    90.00  0.1765E-01  0.4495E-02  -.1479E-01  0.5417E-03    6.7279
    95.00  0.1013E-01  0.3009E-02  -.8199E-02  0.4999E-04    7.3022
   100.00  0.5909E-02  0.1959E-02  -.4467E-02  -.2204E-03    7.8721
   105.00  0.3525E-02  0.1234E-02  -.2374E-02  -.3402E-03    8.4332
   110.00  0.2207E-02  0.7554E-03  -.1238E-02  -.3700E-03    8.9814
   115.00  0.1457E-02  0.4509E-03  -.6243E-03  -.3470E-03    9.5125
   120.00  0.1017E-02  0.2665E-03  -.2974E-03  -.2972E-03   10.0223
   125.00  0.7446E-03  0.1601E-03  -.1263E-03  -.2378E-03   10.5071
   130.00  0.5631E-03  0.1026E-03  -.4124E-04  -.1800E-03   10.9631
   135.00  0.4438E-03  0.7651E-04  -.2949E-05  -.1334E-03   11.3869
   140.00  0.3552E-03  0.6871E-04  0.1216E-04  -.9670E-04   11.7752
